Origin,Destination,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month
HOBART,SYDNEY,44044,0,0,0,1039,0,0,0,2020,8
HOBART,SYDNEY,44075,0,0,0,1039,0,0,0,2020,9
HOBART,SYDNEY,44105,0,0,0,1039,0,0,0,2020,10
HOBART,SYDNEY,44136,21429,197,65.5,1039,22264731,34006470,32730,2020,11
HOBART,SYDNEY,44166,30020,346,50.4,1039,31190780,61851670,59530,2020,12
HAMILTON ISLAND,MELBOURNE,43466,0,0,0,0,0,0,0,2019,1
HAMILTON ISLAND,MELBOURNE,43497,0,0,0,0,0,0,0,2019,2
HAMILTON ISLAND,MELBOURNE,43525,0,0,0,0,0,0,0,2019,3
HAMILTON ISLAND,MELBOURNE,43556,0,0,0,0,0,0,0,2019,4
HAMILTON ISLAND,MELBOURNE,43586,0,0,0,0,0,0,0,2019,5
HAMILTON ISLAND,MELBOURNE,43617,0,0,0,0,0,0,0,2019,6
HAMILTON ISLAND,MELBOURNE,43647,0,0,0,0,0,0,0,2019,7
HAMILTON ISLAND,MELBOURNE,43678,0,0,0,0,0,0,0,2019,8
HAMILTON ISLAND,MELBOURNE,43709,0,0,0,0,0,0,0,2019,9
HAMILTON ISLAND,MELBOURNE,43739,0,0,0,0,0,0,0,2019,10
HAMILTON ISLAND,MELBOURNE,43770,8232,68,69.4,1965,16175880,23316690,11866,2019,11
HAMILTON ISLAND,MELBOURNE,43800,8078,71,66.5,1965,15873270,23870820,12148,2019,12
HAMILTON ISLAND,MELBOURNE,43831,9378,76,71.5,1965,18427770,25765080,13112,2020,1
HAMILTON ISLAND,MELBOURNE,43862,4499,50,52,1965,8840535,16987425,8645,2020,2
HAMILTON ISLAND,MELBOURNE,43891,3655,38,55.6,1965,7182075,12910050,6570,2020,3
HAMILTON ISLAND,MELBOURNE,43922,0,0,0,1965,0,0,0,2020,4
HAMILTON ISLAND,MELBOURNE,43952,0,0,0,1965,0,0,0,2020,5
HAMILTON ISLAND,MELBOURNE,43983,0,0,0,1965,0,0,0,2020,6
HAMILTON ISLAND,MELBOURNE,44013,0,0,0,1965,0,0,0,2020,7
HAMILTON ISLAND,MELBOURNE,44044,0,0,0,1965,0,0,0,2020,8
HAMILTON ISLAND,MELBOURNE,44075,0,0,0,1965,0,0,0,2020,9
HAMILTON ISLAND,MELBOURNE,44105,0,0,0,1965,0,0,0,2020,10
HAMILTON ISLAND,MELBOURNE,44136,0,0,0,1965,0,0,0,2020,11
HAMILTON ISLAND,MELBOURNE,44166,0,0,0,1965,0,0,0,2020,12
HAMILTON ISLAND,SYDNEY,43466,21393,182,70.9,1526,32645718,46065362,30187,2019,1
HAMILTON ISLAND,SYDNEY,43497,14563,118,76.1,1526,22223138,29200010,19135,2019,2
HAMILTON ISLAND,SYDNEY,43525,14258,134,65.9,1526,21757708,33004328,21628,2019,3
HAMILTON ISLAND,SYDNEY,43556,17244,154,70,1526,26314344,37596062,24637,2019,4
HAMILTON ISLAND,SYDNEY,43586,12030,122,64.8,1526,18357780,28334768,18568,2019,5
HAMILTON ISLAND,SYDNEY,43617,11665,122,61.2,1526,17800790,29100820,19070,2019,6
HAMILTON ISLAND,SYDNEY,43647,19092,161,73.4,1526,29134392,39712624,26024,2019,7
HAMILTON ISLAND,SYDNEY,43678,17004,137,75.3,1526,25948104,34452502,22577,2019,8
HAMILTON ISLAND,SYDNEY,43709,20531,161,77,1526,31330306,40686212,26662,2019,9
HAMILTON ISLAND,SYDNEY,43739,23928,172,84.3,1526,36514128,43333822,28397,2019,10
HAMILTON ISLAND,SYDNEY,43770,19656,155,79,1526,29995056,37954672,24872,2019,11
HAMILTON ISLAND,SYDNEY,43800,21953,175,77.2,1526,33500278,43402492,28442,2019,12
HAMILTON ISLAND,SYDNEY,43831,25257,184,83.6,1526,38542182,46127928,30228,2020,1
HAMILTON ISLAND,SYDNEY,43862,14529,134,69.2,1526,22171254,32021584,20984,2020,2
HAMILTON ISLAND,SYDNEY,43891,11840,121,62,1526,18067840,29146600,19100,2020,3
HAMILTON ISLAND,SYDNEY,43922,0,0,0,1526,0,0,0,2020,4
HAMILTON ISLAND,SYDNEY,43952,0,0,0,1526,0,0,0,2020,5
HAMILTON ISLAND,SYDNEY,43983,0,0,0,1526,0,0,0,2020,6
HAMILTON ISLAND,SYDNEY,44013,0,0,0,1526,0,0,0,2020,7
HAMILTON ISLAND,SYDNEY,44044,0,0,0,1526,0,0,0,2020,8
HAMILTON ISLAND,SYDNEY,44075,0,0,0,1526,0,0,0,2020,9
HAMILTON ISLAND,SYDNEY,44105,0,0,0,1526,0,0,0,2020,10
HAMILTON ISLAND,SYDNEY,44136,0,0,0,1526,0,0,0,2020,11
HAMILTON ISLAND,SYDNEY,44166,0,0,0,1526,0,0,0,2020,12
KALGOORLIE,PERTH,43466,22016,302,57.5,538,11844608,20600020,38290,2019,1
KALGOORLIE,PERTH,43497,22058,308,56.1,538,11867204,21140172,39294,2019,2
KALGOORLIE,PERTH,43525,23095,338,53.4,538,12425110,23274956,43262,2019,3
KALGOORLIE,PERTH,43556,21356,342,50.1,538,11489528,22947852,42654,2019,4
KALGOORLIE,PERTH,43586,24567,365,52.8,538,13440316,25434488,46476,2019,5
KALGOORLIE,PERTH,43617,21962,353,51.2,538,11815556,23059218,42861,2019,6
KALGOORLIE,PERTH,43647,23169,338,55.2,538,12464922,22589544,41988,2019,7
KALGOORLIE,PERTH,43678,25205,356,56.3,538,13560290,24090026,44777,2019,8
KALGOORLIE,PERTH,43709,23207,329,55.9,538,12485366,22332918,41511,2019,9
KALGOORLIE,PERTH,43739,26547,331,62.4,538,14282286,22880602,42529,2019,10
KALGOORLIE,PERTH,43770,23775,285,69.9,538,12790950,18293076,34002,2019,11
KALGOORLIE,PERTH,43800,21255,280,64.3,538,11435190,17770678,33031,2019,12
KALGOORLIE,PERTH,43831,19502,311,52.7,538,10492076,19907614,37003,2020,1
KALGOORLIE,PERTH,43862,20786,305,57,538,11182868,19605796,36442,2020,2
KALGOORLIE,PERTH,43891,16909,309,46.2,538,9097042,19688648,36596,2020,3
KALGOORLIE,PERTH,43922,3122,82,31,538,1679636,5417660,10070,2020,4
KALGOORLIE,PERTH,43952,2037,34,52.9,538,1095906,2071300,3850,2020,5
KALGOORLIE,PERTH,43983,4515,55,63.1,538,2429070,3851004,7158,2020,6
KALGOORLIE,PERTH,44013,9100,108,63.5,538,4895800,7704160,14320,2020,7
KALGOORLIE,PERTH,44044,12387,142,59,538,6664206,11300152,21004,2020,8
KALGOORLIE,PERTH,44075,14545,187,52.8,538,7825210,14806836,27522,2020,9
KALGOORLIE,PERTH,44105,17964,238,52.1,538,9664632,18541632,34464,2020,10
KALGOORLIE,PERTH,44136,18421,249,54.4,538,9910498,18217756,33862,2020,11
KALGOORLIE,PERTH,44166,18087,240,54.3,538,9730806,17916476,33302,2020,12
KARRATHA,PERTH,43466,35364,524,59.3,1250,44205000,74607500,59686,2019,1
KARRATHA,PERTH,43497,33476,468,62.4,1250,41845000,67083750,53667,2019,2
KARRATHA,PERTH,43525,35250,490,63.5,1250,44062500,69341250,55473,2019,3
KARRATHA,PERTH,43556,39160,491,65.2,1250,48950000,75077500,60062,2019,4
KARRATHA,PERTH,43586,39743,524,60.7,1250,49678750,81817500,65454,2019,5
KARRATHA,PERTH,43617,36877,468,64,1250,46096250,72033750,57627,2019,6
KARRATHA,PERTH,43647,42382,512,68.4,1250,52977500,77437500,61950,2019,7
KARRATHA,PERTH,43678,40901,500,66.5,1250,51126250,76896250,61517,2019,8
KARRATHA,PERTH,43709,41667,489,70.4,1250,52083750,74027500,59222,2019,9
KARRATHA,PERTH,43739,43237,518,66.8,1250,54046250,80945000,64756,2019,10
KARRATHA,PERTH,43770,40590,488,61.1,1250,50737500,83010000,66408,2019,11
KARRATHA,PERTH,43800,37576,475,59.6,1250,46970000,78770000,63016,2019,12
KARRATHA,PERTH,43831,38754,510,57.9,1250,48442500,83677500,66942,2020,1
KARRATHA,PERTH,43862,35546,440,57.4,1250,44432500,77470000,61976,2020,2
KARRATHA,PERTH,43891,27615,409,47.4,1250,34518750,72788750,58231,2020,3
KARRATHA,PERTH,43922,3229,93,25.9,1250,4036250,15558750,12447,2020,4
KARRATHA,PERTH,43952,2522,44,46.7,1250,3152500,6755000,5404,2020,5
KARRATHA,PERTH,43983,6706,72,65,1250,8382500,12897500,10318,2020,6
KARRATHA,PERTH,44013,15957,162,70.8,1250,19946250,28160000,22528,2020,7
KARRATHA,PERTH,44044,20551,220,63.2,1250,25688750,40617500,32494,2020,8
KARRATHA,PERTH,44075,30324,347,55.1,1250,37905000,68797500,55038,2020,9
KARRATHA,PERTH,44105,31780,376,52.9,1250,39725000,75095000,60076,2020,10
KARRATHA,PERTH,44136,30228,363,49.2,1250,37785000,76875000,61500,2020,11
KARRATHA,PERTH,44166,29104,384,47.2,1250,36380000,77097500,61678,2020,12
LAUNCESTON,MELBOURNE,43466,97718,903,75.3,476,46513768,61778612,129787,2019,1
LAUNCESTON,MELBOURNE,43497,81329,728,83.3,476,38712604,46460932,97607,2019,2
LAUNCESTON,MELBOURNE,43525,86676,821,78.2,476,41257776,52776024,110874,2019,3
LAUNCESTON,MELBOURNE,43556,87744,793,79.5,476,41766144,52547544,110394,2019,4
LAUNCESTON,MELBOURNE,43586,69263,685,79.2,476,32969188,41650000,87500,2019,5
LAUNCESTON,MELBOURNE,43617,65493,671,74.3,476,31174668,41979392,88192,2019,6
LAUNCESTON,MELBOURNE,43647,77062,733,79.3,476,36681512,46254824,97174,2019,7
LAUNCESTON,MELBOURNE,43678,67814,640,84,476,32279464,38432240,80740,2019,8
LAUNCESTON,MELBOURNE,43709,70054,682,80.3,476,33345704,41551944,87294,2019,9
LAUNCESTON,MELBOURNE,43739,80299,756,81.6,476,38222324,46825072,98372,2019,10
LAUNCESTON,MELBOURNE,43770,83126,746,83.7,476,39567976,47270132,99307,2019,11
LAUNCESTON,MELBOURNE,43800,92582,860,77.6,476,44069032,56817264,119364,2019,12
LAUNCESTON,MELBOURNE,43831,100569,861,84.1,476,47870844,56920080,119580,2020,1
LAUNCESTON,MELBOURNE,43862,76723,741,76.2,476,36520148,47913208,100658,2020,2
LAUNCESTON,MELBOURNE,43891,51238,618,67.4,476,24389288,36190280,76030,2020,3
LAUNCESTON,MELBOURNE,43922,0,0,0,476,0,0,0,2020,4
LAUNCESTON,MELBOURNE,43952,0,0,0,476,0,0,0,2020,5
LAUNCESTON,MELBOURNE,43983,0,0,0,476,0,0,0,2020,6
LAUNCESTON,MELBOURNE,44013,0,0,0,476,0,0,0,2020,7
LAUNCESTON,MELBOURNE,44044,0,0,0,476,0,0,0,2020,8
LAUNCESTON,MELBOURNE,44075,0,0,0,476,0,0,0,2020,9
LAUNCESTON,MELBOURNE,44105,0,0,0,476,0,0,0,2020,10
LAUNCESTON,MELBOURNE,44136,0,0,0,476,0,0,0,2020,11
LAUNCESTON,MELBOURNE,44166,38122,481,68.6,476,18146072,26445608,55558,2020,12
LAUNCESTON,SYDNEY,43466,37451,246,84.3,914,34230214,40612676,44434,2019,1
LAUNCESTON,SYDNEY,43497,25053,160,86.7,914,22898442,26425568,28912,2019,2
LAUNCESTON,SYDNEY,43525,26877,176,84.6,914,24565578,29023156,31754,2019,3
LAUNCESTON,SYDNEY,43556,26692,179,83.2,914,24396488,29330260,32090,2019,4
LAUNCESTON,SYDNEY,43586,17559,115,84.9,914,16048926,18896950,20675,2019,5
LAUNCESTON,SYDNEY,43617,16763,114,82.1,914,15321382,18658396,20414,2019,6
LAUNCESTON,SYDNEY,43647,23691,154,85.3,914,21653574,25397318,27787,2019,7
LAUNCESTON,SYDNEY,43678,18085,114,89,914,16529690,18577964,20326,2019,8
LAUNCESTON,SYDNEY,43709,20893,134,87.3,914,19096202,21872020,23930,2019,9
LAUNCESTON,SYDNEY,43739,24452,150,90.7,914,22349128,24648752,26968,2019,10
LAUNCESTON,SYDNEY,43770,24381,154,87.8,914,22284234,25381780,27770,2019,11
LAUNCESTON,SYDNEY,43800,32734,215,83.7,914,29918876,35761164,39126,2019,12
LAUNCESTON,SYDNEY,43831,30423,187,90,914,27806622,30901426,33809,2020,1
LAUNCESTON,SYDNEY,43862,24345,161,83.7,914,22251330,26579120,29080,2020,2
LAUNCESTON,SYDNEY,43891,16551,126,72.9,914,15127614,20755112,22708,2020,3
LAUNCESTON,SYDNEY,43922,0,0,0,914,0,0,0,2020,4
LAUNCESTON,SYDNEY,43952,0,0,0,914,0,0,0,2020,5
LAUNCESTON,SYDNEY,43983,0,0,0,914,0,0,0,2020,6
LAUNCESTON,SYDNEY,44013,0,0,0,914,0,0,0,2020,7
LAUNCESTON,SYDNEY,44044,0,0,0,914,0,0,0,2020,8
LAUNCESTON,SYDNEY,44075,0,0,0,914,0,0,0,2020,9
LAUNCESTON,SYDNEY,44105,0,0,0,914,0,0,0,2020,10
LAUNCESTON,SYDNEY,44136,10247,86,65.4,914,9365758,14316896,15664,2020,11
LAUNCESTON,SYDNEY,44166,17870,186,56.2,914,16333180,29072512,31808,2020,12
SUNSHINE COAST,MELBOURNE,43466,49420,326,85,1454,71856680,84523928,58132,2019,1
SUNSHINE COAST,MELBOURNE,43497,32503,226,80.5,1454,47259362,58734330,40395,2019,2
SUNSHINE COAST,MELBOURNE,43525,40452,269,84.3,1454,58817208,69730932,47958,2019,3
SUNSHINE COAST,MELBOURNE,43556,51308,336,85,1454,74601832,87763440,60360,2019,4
SUNSHINE COAST,MELBOURNE,43586,37219,247,84.3,1454,54116426,64207186,44159,2019,5
SUNSHINE COAST,MELBOURNE,43617,38329,250,85.5,1454,55730366,65185728,44832,2019,6
SUNSHINE COAST,MELBOURNE,43647,52068,324,89.1,1454,75706872,85006656,58464,2019,7
SUNSHINE COAST,MELBOURNE,43678,49073,300,90.8,1454,71352142,78603240,54060,2019,8
SUNSHINE COAST,MELBOURNE,43709,54506,327,92.6,1454,79251724,85556268,58842,2019,9
SUNSHINE COAST,MELBOURNE,43739,53697,324,92,1454,78075438,84849624,58356,2019,10
SUNSHINE COAST,MELBOURNE,43770,48444,300,90.3,1454,70437576,78024548,53662,2019,11
SUNSHINE COAST,MELBOURNE,43800,50997,336,85.2,1454,74149638,87024808,59852,2019,12
SUNSHINE COAST,MELBOURNE,43831,45517,282,91,1454,66181718,72737804,50026,2020,1
SUNSHINE COAST,MELBOURNE,43862,35354,236,83.8,1454,51404716,61312272,42168,2020,2
SUNSHINE COAST,MELBOURNE,43891,28603,212,75.6,1454,41588762,55019360,37840,2020,3
SUNSHINE COAST,MELBOURNE,43922,0,0,0,1454,0,0,0,2020,4
SUNSHINE COAST,MELBOURNE,43952,0,0,0,1454,0,0,0,2020,5
SUNSHINE COAST,MELBOURNE,43983,0,0,0,1454,0,0,0,2020,6
SUNSHINE COAST,MELBOURNE,44013,0,0,0,1454,0,0,0,2020,7
SUNSHINE COAST,MELBOURNE,44044,0,0,0,1454,0,0,0,2020,8
SUNSHINE COAST,MELBOURNE,44075,0,0,0,1454,0,0,0,2020,9
SUNSHINE COAST,MELBOURNE,44105,0,0,0,1454,0,0,0,2020,10
SUNSHINE COAST,MELBOURNE,44136,0,0,0,1454,0,0,0,2020,11
SUNSHINE COAST,MELBOURNE,44166,24817,176,82.5,1454,36083918,43739228,30082,2020,12
SUNSHINE COAST,SYDNEY,43466,64119,443,85.8,837,53667603,62574120,74760,2019,1
SUNSHINE COAST,SYDNEY,43497,43159,322,80.1,837,36124083,45090027,53871,2019,2
SUNSHINE COAST,SYDNEY,43525,51583,369,83.6,837,43174971,51647922,61706,2019,3
SUNSHINE COAST,SYDNEY,43556,60590,475,77.9,837,50713830,65127807,77811,2019,4
SUNSHINE COAST,SYDNEY,43586,49432,400,77.3,837,41374584,53501877,63921,2019,5
SUNSHINE COAST,SYDNEY,43617,48051,388,76.9,837,40218687,52322544,62512,2019,6
SUNSHINE COAST,SYDNEY,43647,58387,432,83.5,837,48869919,58561542,69966,2019,7
SUNSHINE COAST,SYDNEY,43678,51074,379,84.6,837,42748938,50515461,60353,2019,8
SUNSHINE COAST,SYDNEY,43709,56980,421,83.6,837,47692260,57023973,68129,2019,9
SUNSHINE COAST,SYDNEY,43739,63995,444,88.6,837,53563815,60447303,72219,2019,10
SUNSHINE COAST,SYDNEY,43770,58354,419,86.2,837,48842298,56678292,67716,2019,11
SUNSHINE COAST,SYDNEY,43800,59241,441,84.6,837,49584717,58638546,70058,2019,12
SUNSHINE COAST,SYDNEY,43831,53185,372,91.9,837,44515845,48427146,57858,2020,1
SUNSHINE COAST,SYDNEY,43862,43142,331,83.6,837,36109854,43197570,51610,2020,2
SUNSHINE COAST,SYDNEY,43891,31271,297,68.1,837,26173827,38414952,45896,2020,3
SUNSHINE COAST,SYDNEY,43922,0,0,0,837,0,0,0,2020,4
SUNSHINE COAST,SYDNEY,43952,0,0,0,837,0,0,0,2020,5
SUNSHINE COAST,SYDNEY,43983,0,0,0,837,0,0,0,2020,6
SUNSHINE COAST,SYDNEY,44013,0,0,0,837,0,0,0,2020,7
SUNSHINE COAST,SYDNEY,44044,0,0,0,837,0,0,0,2020,8
SUNSHINE COAST,SYDNEY,44075,0,0,0,837,0,0,0,2020,9
SUNSHINE COAST,SYDNEY,44105,0,0,0,837,0,0,0,2020,10
SUNSHINE COAST,SYDNEY,44136,0,0,0,837,0,0,0,2020,11
SUNSHINE COAST,SYDNEY,44166,17922,174,63,837,15000714,23821020,28460,2020,12
MELBOURNE,MILDURA,43466,15778,327,60.3,457,7210546,11962432,26176,2019,1
MELBOURNE,MILDURA,43497,17121,368,62.9,457,7824297,12438169,27217,2019,2
MELBOURNE,MILDURA,43525,20600,416,68.5,457,9414200,13733764,30052,2019,3
MELBOURNE,MILDURA,43556,18459,392,64.3,457,8435763,13119556,28708,2019,4
MELBOURNE,MILDURA,43586,20369,429,66.5,457,9308633,13996082,30626,2019,5
MELBOURNE,MILDURA,43617,18607,389,64.8,457,8503399,13131438,28734,2019,6
MELBOURNE,MILDURA,43647,19942,425,65.2,457,9113494,13974603,30579,2019,7
MELBOURNE,MILDURA,43678,20245,426,65.7,457,9251965,14090224,30832,2019,8
MELBOURNE,MILDURA,43709,20249,407,68.9,457,9253793,13429859,29387,2019,9
MELBOURNE,MILDURA,43739,21067,429,68.5,457,9627619,14055035,30755,2019,10
MELBOURNE,MILDURA,43770,19959,404,69.5,457,9121263,13123212,28716,2019,11
MELBOURNE,MILDURA,43800,18886,371,66.9,457,8630902,12906594,28242,2019,12
MELBOURNE,MILDURA,43831,16266,299,64.9,457,7433562,11454248,25064,2020,1
MELBOURNE,MILDURA,43862,16699,369,60.7,457,7631443,12562473,27489,2020,2
MELBOURNE,MILDURA,43891,12225,342,49,457,5586825,11407634,24962,2020,3
MELBOURNE,MILDURA,43922,497,41,20.8,457,227129,1092230,2390,2020,4
MELBOURNE,MILDURA,43952,756,34,42.1,457,345492,819858,1794,2020,5
MELBOURNE,MILDURA,43983,1723,48,61.2,457,787411,1286455,2815,2020,6
MELBOURNE,MILDURA,44013,0,0,0,457,0,0,0,2020,7
MELBOURNE,MILDURA,44044,0,0,0,457,0,0,0,2020,8
MELBOURNE,MILDURA,44075,0,0,0,457,0,0,0,2020,9
MELBOURNE,MILDURA,44105,0,0,0,457,0,0,0,2020,10
MELBOURNE,MILDURA,44136,0,0,0,457,0,0,0,2020,11
MELBOURNE,MILDURA,44166,0,0,0,457,0,0,0,2020,12
MELBOURNE,NEWCASTLE,43466,45569,304,82.8,836,38095684,46032668,55063,2019,1
MELBOURNE,NEWCASTLE,43497,34670,224,85.5,836,28984120,33888932,40537,2019,2
MELBOURNE,NEWCASTLE,43525,40535,258,86.5,836,33887260,39196696,46886,2019,3
MELBOURNE,NEWCASTLE,43556,43554,294,81.6,836,36411144,44626516,53381,2019,4
MELBOURNE,NEWCASTLE,43586,37887,258,80.5,836,31673532,39334636,47051,2019,5
MELBOURNE,NEWCASTLE,43617,37147,272,75.7,836,31054892,41042584,49094,2019,6
MELBOURNE,NEWCASTLE,43647,41761,283,81.8,836,34912196,42656900,51025,2019,7
MELBOURNE,NEWCASTLE,43678,36347,230,87.2,836,30386092,34854512,41692,2019,8
MELBOURNE,NEWCASTLE,43709,39590,258,84.3,836,33097240,39251872,46952,2019,9
MELBOURNE,NEWCASTLE,43739,44516,283,86.8,836,37215376,42883456,51296,2019,10
MELBOURNE,NEWCASTLE,43770,40853,254,88.7,836,34153108,38502816,46056,2019,11
MELBOURNE,NEWCASTLE,43800,40968,262,86,836,34249248,39828712,47642,2019,12
MELBOURNE,NEWCASTLE,43831,41065,257,87.6,836,34330340,39186664,46874,2020,1
MELBOURNE,NEWCASTLE,43862,35026,228,84.4,836,29281736,34683132,41487,2020,2
MELBOURNE,NEWCASTLE,43891,23086,184,69.2,836,19299896,27909024,33384,2020,3
MELBOURNE,NEWCASTLE,43922,0,0,0,836,0,0,0,2020,4
MELBOURNE,NEWCASTLE,43952,0,0,0,836,0,0,0,2020,5
MELBOURNE,NEWCASTLE,43983,0,0,0,836,0,0,0,2020,6
MELBOURNE,NEWCASTLE,44013,0,0,0,836,0,0,0,2020,7
MELBOURNE,NEWCASTLE,44044,0,0,0,836,0,0,0,2020,8
MELBOURNE,NEWCASTLE,44075,0,0,0,836,0,0,0,2020,9
MELBOURNE,NEWCASTLE,44105,0,0,0,836,0,0,0,2020,10
MELBOURNE,NEWCASTLE,44136,0,0,0,836,0,0,0,2020,11
MELBOURNE,NEWCASTLE,44166,22539,206,59.5,836,18842604,31674368,37888,2020,12
MELBOURNE,GOLD COAST,43466,206458,1236,88.7,1330,275136789,310170258,232755,2019,1
MELBOURNE,GOLD COAST,43497,141685,846,88.2,1330,188926159,214294412,160715,2019,2
MELBOURNE,GOLD COAST,43525,158450,941,89.2,1330,211291714,236972956,177718,2019,3
MELBOURNE,GOLD COAST,43556,185845,1125,87.5,1330,247691607,282927236,212294,2019,4
MELBOURNE,GOLD COAST,43586,148416,955,82.2,1330,197882894,240789134,180605,2019,5
MELBOURNE,GOLD COAST,43617,155056,963,85.2,1330,206734605,242716940,182054,2019,6
MELBOURNE,GOLD COAST,43647,193023,1125,90.6,1330,257263045,283848230,212975,2019,7
MELBOURNE,GOLD COAST,43678,177635,1024,91.2,1330,236817569,259554796,194704,2019,8
MELBOURNE,GOLD COAST,43709,186828,1058,93.1,1330,249020356,267527108,200714,2019,9
MELBOURNE,GOLD COAST,43739,196929,1131,91.7,1330,262458078,286297394,214805,2019,10
MELBOURNE,GOLD COAST,43770,174013,1005,91.9,1330,231982395,252514124,189416,2019,11
MELBOURNE,GOLD COAST,43800,197819,1188,87.8,1330,263602823,300182542,225277,2019,12
MELBOURNE,GOLD COAST,43831,196680,1123,92.8,1330,262158443,282548124,211986,2020,1
MELBOURNE,GOLD COAST,43862,136318,862,83.3,1330,181751426,218079218,163571,2020,2
MELBOURNE,GOLD COAST,43891,101976,754,72.2,1330,135985618,188339152,141244,2020,3
MELBOURNE,GOLD COAST,43922,0,0,0,1330,0,0,0,2020,4
MELBOURNE,GOLD COAST,43952,0,0,0,1330,0,0,0,2020,5
MELBOURNE,GOLD COAST,43983,0,0,0,1330,0,0,0,2020,6
MELBOURNE,GOLD COAST,44013,0,0,0,1330,0,0,0,2020,7
MELBOURNE,GOLD COAST,44044,0,0,0,1330,0,0,0,2020,8
MELBOURNE,GOLD COAST,44075,0,0,0,1330,0,0,0,2020,9
MELBOURNE,GOLD COAST,44105,0,0,0,1330,0,0,0,2020,10
MELBOURNE,GOLD COAST,44136,0,0,0,1330,0,0,0,2020,11
MELBOURNE,GOLD COAST,44166,78612,504,81.8,1330,104553960,127859550,96135,2020,12
MELBOURNE,PERTH,43466,191992,1103,86.5,2706,519530352,600878124,222054,2019,1
MELBOURNE,PERTH,43497,154799,960,81.3,2706,418886094,514968036,190306,2019,2
MELBOURNE,PERTH,43525,175437,1065,83.1,2706,474732522,571545084,211214,2019,3
MELBOURNE,PERTH,43556,180883,1013,86.7,2706,489469398,564393126,208571,2019,4
MELBOURNE,PERTH,43586,160239,999,81.2,2706,433606734,533734146,197241,2019,5
MELBOURNE,PERTH,43617,154069,968,81.2,2706,416910714,513682686,189831,2019,6
MELBOURNE,PERTH,43647,184545,1092,86.1,2706,499378770,579920154,214309,2019,7
MELBOURNE,PERTH,43678,168901,989,87.1,2706,457046106,524579748,193858,2019,8
MELBOURNE,PERTH,43709,170156,1012,83,2706,460442136,554545992,204932,2019,9
MELBOURNE,PERTH,43739,188376,1027,89.7,2706,509745456,568048932,209922,2019,10
MELBOURNE,PERTH,43770,183188,996,87.3,2706,495706728,567856806,209851,2019,11
MELBOURNE,PERTH,43800,197540,1050,90.4,2706,534543240,591512658,218593,2019,12
MELBOURNE,PERTH,43831,195966,1072,88.5,2706,530283996,598913568,221328,2020,1
MELBOURNE,PERTH,43862,154410,927,82.3,2706,417833460,507862080,187680,2020,2
MELBOURNE,PERTH,43891,117238,899,65.3,2706,317246028,485856888,179548,2020,3
MELBOURNE,PERTH,43922,6132,216,24.3,2706,16593192,68315676,25246,2020,4
MELBOURNE,PERTH,43952,8804,232,27.1,2706,23823624,88066770,32545,2020,5
MELBOURNE,PERTH,43983,9911,218,33.9,2706,26819166,79182972,29262,2020,6
MELBOURNE,PERTH,44013,3986,163,17.4,2706,10786116,62110818,22953,2020,7
MELBOURNE,PERTH,44044,2006,132,12.4,2706,5428236,43701900,16150,2020,8
MELBOURNE,PERTH,44075,2370,151,15.9,2706,6413220,40346460,14910,2020,9
MELBOURNE,PERTH,44105,0,0,0,2706,0,0,0,2020,10
MELBOURNE,PERTH,44136,0,0,0,2706,0,0,0,2020,11
MELBOURNE,PERTH,44166,43167,428,77.9,2706,116809902,149934048,55408,2020,12
MELBOURNE,SYDNEY,43466,753124,4892,85.6,706,534579445,624253948,879817,2019,1
MELBOURNE,SYDNEY,43497,744375,4850,86.1,706,528231080,613345319,864591,2019,2
MELBOURNE,SYDNEY,43525,816417,5296,85.6,706,579286488,676661821,953956,2019,3
MELBOURNE,SYDNEY,43556,741922,4938,84.3,706,526514773,624881007,880797,2019,4
MELBOURNE,SYDNEY,43586,768109,5218,82.4,706,544926397,660993630,931863,2019,5
MELBOURNE,SYDNEY,43617,701648,4811,81.7,706,497894669,609416580,858963,2019,6
MELBOURNE,SYDNEY,43647,758311,5136,83.5,706,538037161,644597317,908641,2019,7
MELBOURNE,SYDNEY,43678,769529,5048,85.6,706,545986649,637969171,899293,2019,8
MELBOURNE,SYDNEY,43709,747723,4976,84.4,706,530438205,628138988,885572,2019,9
MELBOURNE,SYDNEY,43739,823951,5397,86.1,706,584424493,678808495,957031,2019,10
MELBOURNE,SYDNEY,43770,800100,5005,89.5,706,567599304,634382857,894358,2019,11
MELBOURNE,SYDNEY,43800,756723,4857,87.9,706,536874876,610547704,860602,2019,12
MELBOURNE,SYDNEY,43831,742835,4869,86.1,706,527250080,612682232,863423,2020,1
MELBOURNE,SYDNEY,43862,691944,4677,83.6,706,490954497,587303966,827819,2020,2
MELBOURNE,SYDNEY,43891,416263,3726,64.1,706,295395664,461079178,650185,2020,3
MELBOURNE,SYDNEY,43922,17098,439,38.3,706,12071188,31477010,44585,2020,4
MELBOURNE,SYDNEY,43952,18998,377,53.9,706,13412588,24897796,35266,2020,5
MELBOURNE,SYDNEY,43983,59259,707,63.5,706,41836854,65906512,93352,2020,6
MELBOURNE,SYDNEY,44013,30926,596,43.8,706,21833756,49808300,70550,2020,7
MELBOURNE,SYDNEY,44044,9891,292,34.7,706,6983046,20111822,28487,2020,8
MELBOURNE,SYDNEY,44075,10155,362,35.4,706,7169430,20256552,28692,2020,9
