Origin,Destination,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month
ALBURY,SYDNEY,43466,15654,384,68.3,452,7075608,10365716,22933,2019,1
ALBURY,SYDNEY,43497,15694,449,63.4,452,7093688,11180220,24735,2019,2
ALBURY,SYDNEY,43525,19333,537,66.6,452,8738516,13119752,29026,2019,3
ALBURY,SYDNEY,43556,19015,497,69.9,452,8594780,12300276,27213,2019,4
ALBURY,SYDNEY,43586,19771,542,67.7,452,8936492,13200208,29204,2019,5
ALBURY,SYDNEY,43617,18094,483,69.1,452,8178488,11836524,26187,2019,6
ALBURY,SYDNEY,43647,20910,541,71.1,452,9451320,13296032,29416,2019,7
ALBURY,SYDNEY,43678,21380,525,75,452,9663760,12892396,28523,2019,8
ALBURY,SYDNEY,43709,20194,521,72.7,452,9127688,12556560,27780,2019,9
ALBURY,SYDNEY,43739,21479,534,74,452,9708508,13126080,29040,2019,10
ALBURY,SYDNEY,43770,20654,525,73.3,452,9335608,12744140,28195,2019,11
ALBURY,SYDNEY,43800,17971,460,70.9,452,8122892,11456844,25347,2019,12
ALBURY,SYDNEY,43831,12665,323,68.4,452,5724580,8372396,18523,2020,1
ALBURY,SYDNEY,43862,15546,459,64.1,452,7026792,10958740,24245,2020,2
ALBURY,SYDNEY,43891,12140,435,52.6,452,5487280,10427188,23069,2020,3
ALBURY,SYDNEY,43922,314,41,16.2,452,141928,877784,1942,2020,4
ALBURY,SYDNEY,43952,416,33,23.7,452,188032,793712,1756,2020,5
ALBURY,SYDNEY,43983,0,0,0,452,0,0,0,2020,6
ALBURY,SYDNEY,44013,0,0,0,452,0,0,0,2020,7
ALBURY,SYDNEY,44044,0,0,0,452,0,0,0,2020,8
ALBURY,SYDNEY,44075,0,0,0,452,0,0,0,2020,9
ALBURY,SYDNEY,44105,0,0,0,452,0,0,0,2020,10
ALBURY,SYDNEY,44136,0,0,0,452,0,0,0,2020,11
ALBURY,SYDNEY,44166,0,0,0,452,0,0,0,2020,12
ADELAIDE,ALICE SPRINGS,43466,10281,115,66.6,1316,13529796,20329568,15448,2019,1
ADELAIDE,ALICE SPRINGS,43497,9463,104,66.1,1316,12453308,18829328,14308,2019,2
ADELAIDE,ALICE SPRINGS,43525,11043,118,67.9,1316,14532588,21417900,16275,2019,3
ADELAIDE,ALICE SPRINGS,43556,14062,124,78.1,1316,18505592,23680104,17994,2019,4
ADELAIDE,ALICE SPRINGS,43586,12744,123,73.4,1316,16771104,22847076,17361,2019,5
ADELAIDE,ALICE SPRINGS,43617,12995,117,79.6,1316,17101420,21488964,16329,2019,6
ADELAIDE,ALICE SPRINGS,43647,14610,126,82,1316,19226760,23435328,17808,2019,7
ADELAIDE,ALICE SPRINGS,43678,12776,122,75.4,1316,16813216,22293040,16940,2019,8
ADELAIDE,ALICE SPRINGS,43709,12781,118,77.5,1316,16819796,21708736,16496,2019,9
ADELAIDE,ALICE SPRINGS,43739,13355,123,78.9,1316,17575180,22279880,16930,2019,10
ADELAIDE,ALICE SPRINGS,43770,11053,118,76.9,1316,14545748,18918816,14376,2019,11
ADELAIDE,ALICE SPRINGS,43800,9466,120,64.5,1316,12457256,19324144,14684,2019,12
ADELAIDE,ALICE SPRINGS,43831,8618,113,61.9,1316,11341288,18335828,13933,2020,1
ADELAIDE,ALICE SPRINGS,43862,8505,114,57.1,1316,11192580,19592608,14888,2020,2
ADELAIDE,ALICE SPRINGS,43891,7152,114,46.2,1316,9412032,20388788,15493,2020,3
ADELAIDE,ALICE SPRINGS,43922,0,0,0,1316,0,0,0,2020,4
ADELAIDE,ALICE SPRINGS,43952,0,0,0,1316,0,0,0,2020,5
ADELAIDE,ALICE SPRINGS,43983,0,0,0,1316,0,0,0,2020,6
ADELAIDE,ALICE SPRINGS,44013,0,0,0,1316,0,0,0,2020,7
ADELAIDE,ALICE SPRINGS,44044,0,0,0,1316,0,0,0,2020,8
ADELAIDE,ALICE SPRINGS,44075,0,0,0,1316,0,0,0,2020,9
ADELAIDE,ALICE SPRINGS,44105,9390,129,62,1316,12357240,19920292,15137,2020,10
ADELAIDE,ALICE SPRINGS,44136,0,0,0,1316,0,0,0,2020,11
ADELAIDE,ALICE SPRINGS,44166,0,0,0,1316,0,0,0,2020,12
ADELAIDE,BRISBANE,43466,71227,585,75.3,1622,115530194,153470396,94618,2019,1
ADELAIDE,BRISBANE,43497,57987,489,72.5,1622,94054914,129712962,79971,2019,2
ADELAIDE,BRISBANE,43525,69034,539,78.1,1622,111973148,143311810,88355,2019,3
ADELAIDE,BRISBANE,43556,74831,534,80.4,1622,121375882,150946564,93062,2019,4
ADELAIDE,BRISBANE,43586,69620,540,73.8,1622,112923640,153029212,94346,2019,5
ADELAIDE,BRISBANE,43617,64411,513,72,1622,104474642,145113852,89466,2019,6
ADELAIDE,BRISBANE,43647,78957,545,82.6,1622,128068254,155134568,95644,2019,7
ADELAIDE,BRISBANE,43678,73765,537,79.2,1622,119646830,151021176,93108,2019,8
ADELAIDE,BRISBANE,43709,75747,539,80.1,1622,122861634,153353612,94546,2019,9
ADELAIDE,BRISBANE,43739,86017,575,86.2,1622,139519574,161908040,99820,2019,10
ADELAIDE,BRISBANE,43770,75534,537,81.5,1622,122516148,150271812,92646,2019,11
ADELAIDE,BRISBANE,43800,78176,559,80.6,1622,126801472,157369684,97022,2019,12
ADELAIDE,BRISBANE,43831,75173,545,78.8,1622,121930606,154699872,95376,2020,1
ADELAIDE,BRISBANE,43862,60687,496,70.3,1622,98434314,140025638,86329,2020,2
ADELAIDE,BRISBANE,43891,45456,422,62.3,1622,73729632,118256776,72908,2020,3
ADELAIDE,BRISBANE,43922,0,0,0,1622,0,0,0,2020,4
ADELAIDE,BRISBANE,43952,0,0,0,1622,0,0,0,2020,5
ADELAIDE,BRISBANE,43983,0,0,0,1622,0,0,0,2020,6
ADELAIDE,BRISBANE,44013,18226,140,86.6,1622,29562572,34141478,21049,2020,7
ADELAIDE,BRISBANE,44044,27220,270,60.6,1622,44150840,72866728,44924,2020,8
ADELAIDE,BRISBANE,44075,29020,244,71.6,1622,47070440,65786698,40559,2020,9
ADELAIDE,BRISBANE,44105,44849,345,77,1622,72745078,94494476,58258,2020,10
ADELAIDE,BRISBANE,44136,27540,247,68.9,1622,44669880,64873512,39996,2020,11
ADELAIDE,BRISBANE,44166,32187,299,67.5,1622,52207314,77336960,47680,2020,12
ADELAIDE,CANBERRA,43466,11865,122,58.6,972,11532780,19669392,20236,2019,1
ADELAIDE,CANBERRA,43497,14263,136,62.8,972,13863636,22060512,22696,2019,2
ADELAIDE,CANBERRA,43525,17846,150,72.1,972,17346312,24056028,24749,2019,3
ADELAIDE,CANBERRA,43556,16894,150,66.8,972,16420968,24600348,25309,2019,4
ADELAIDE,CANBERRA,43586,16512,162,60.8,972,16049664,26382024,27142,2019,5
ADELAIDE,CANBERRA,43617,14929,141,64.4,972,14510988,22546512,23196,2019,6
ADELAIDE,CANBERRA,43647,16083,154,62.4,972,15632676,25036776,25758,2019,7
ADELAIDE,CANBERRA,43678,16875,159,64,972,16402500,25635528,26374,2019,8
ADELAIDE,CANBERRA,43709,17117,153,66.9,972,16637724,24861816,25578,2019,9
ADELAIDE,CANBERRA,43739,18788,160,70.1,972,18261936,26043768,26794,2019,10
ADELAIDE,CANBERRA,43770,17851,143,75.5,972,17351172,22980024,23642,2019,11
ADELAIDE,CANBERRA,43800,16420,136,72.7,972,15960240,21939984,22572,2019,12
ADELAIDE,CANBERRA,43831,12283,120,61.8,972,11939076,19331136,19888,2020,1
ADELAIDE,CANBERRA,43862,14618,138,63.8,972,14208696,22286016,22928,2020,2
ADELAIDE,CANBERRA,43891,10147,123,49.9,972,9862884,19757844,20327,2020,3
ADELAIDE,CANBERRA,43922,0,0,0,972,0,0,0,2020,4
ADELAIDE,CANBERRA,43952,0,0,0,972,0,0,0,2020,5
ADELAIDE,CANBERRA,43983,0,0,0,972,0,0,0,2020,6
ADELAIDE,CANBERRA,44013,0,0,0,972,0,0,0,2020,7
ADELAIDE,CANBERRA,44044,0,0,0,972,0,0,0,2020,8
ADELAIDE,CANBERRA,44075,0,0,0,972,0,0,0,2020,9
ADELAIDE,CANBERRA,44105,9597,96,64.1,972,9328284,14559588,14979,2020,10
ADELAIDE,CANBERRA,44136,0,0,0,972,0,0,0,2020,11
ADELAIDE,CANBERRA,44166,9412,98,61.3,972,9148464,14933808,15364,2020,12
ADELAIDE,MELBOURNE,43466,199040,1546,77.7,643,127925990,164741715,256305,2019,1
ADELAIDE,MELBOURNE,43497,200463,1513,80.6,643,128846039,159894120,248760,2019,2
ADELAIDE,MELBOURNE,43525,227419,1678,82.1,643,146171887,178028848,276976,2019,3
ADELAIDE,MELBOURNE,43556,215027,1588,81.7,643,138207671,169079513,263051,2019,4
ADELAIDE,MELBOURNE,43586,199098,1601,76.3,643,127963274,167712153,260931,2019,5
ADELAIDE,MELBOURNE,43617,189519,1512,76.1,643,121807627,160067105,249035,2019,6
ADELAIDE,MELBOURNE,43647,222844,1645,82.8,643,143229212,173072724,269268,2019,7
ADELAIDE,MELBOURNE,43678,212024,1571,82.2,643,136274512,165783375,257925,2019,8
ADELAIDE,MELBOURNE,43709,210920,1588,81,643,135562120,167386392,260424,2019,9
ADELAIDE,MELBOURNE,43739,232046,1659,85.8,643,149149318,173746630,270310,2019,10
ADELAIDE,MELBOURNE,43770,222402,1574,85.8,643,142950316,166676244,259308,2019,11
ADELAIDE,MELBOURNE,43800,207259,1544,81.7,643,133210817,162984156,253572,2019,12
ADELAIDE,MELBOURNE,43831,199543,1483,81.5,643,128245819,157322679,244773,2020,1
ADELAIDE,MELBOURNE,43862,193053,1497,78.3,643,124086189,158493691,246577,2020,2
ADELAIDE,MELBOURNE,43891,129445,1291,63.1,643,83196215,131843012,205124,2020,3
ADELAIDE,MELBOURNE,43922,4487,225,23,643,2885141,12537214,19498,2020,4
ADELAIDE,MELBOURNE,43952,6165,192,38.3,643,3964095,10357444,16108,2020,5
ADELAIDE,MELBOURNE,43983,7413,192,45.1,643,4766559,10565776,16432,2020,6
ADELAIDE,MELBOURNE,44013,4137,215,22.1,643,2660091,12030530,18710,2020,7
ADELAIDE,MELBOURNE,44044,1191,148,9.1,643,765813,8378290,13030,2020,8
ADELAIDE,MELBOURNE,44075,1369,175,11.1,643,880267,7899898,12286,2020,9
ADELAIDE,MELBOURNE,44105,0,0,0,643,0,0,0,2020,10
ADELAIDE,MELBOURNE,44136,0,0,0,643,0,0,0,2020,11
ADELAIDE,MELBOURNE,44166,62656,605,70.5,643,40287808,57113832,88824,2020,12
ADELAIDE,GOLD COAST,43466,21307,155,77,1607,34240349,44484974,27682,2019,1
ADELAIDE,GOLD COAST,43497,14522,104,78.3,1607,23336854,29793780,18540,2019,2
ADELAIDE,GOLD COAST,43525,17103,121,79.5,1607,27484521,34566570,21510,2019,3
ADELAIDE,GOLD COAST,43556,18057,123,81.9,1607,29017599,35415066,22038,2019,4
ADELAIDE,GOLD COAST,43586,16327,115,79.3,1607,26237489,33100986,20598,2019,5
ADELAIDE,GOLD COAST,43617,14931,102,81.6,1607,23994117,29408100,18300,2019,6
ADELAIDE,GOLD COAST,43647,19567,126,86.9,1607,31444169,36163928,22504,2019,7
ADELAIDE,GOLD COAST,43678,18137,114,89.4,1607,29146159,32618886,20298,2019,8
ADELAIDE,GOLD COAST,43709,18370,118,86.6,1607,29520590,34074828,21204,2019,9
ADELAIDE,GOLD COAST,43739,20770,127,91.6,1607,33377390,36456402,22686,2019,10
ADELAIDE,GOLD COAST,43770,16580,108,85.4,1607,26644060,31201512,19416,2019,11
ADELAIDE,GOLD COAST,43800,19485,127,85.8,1607,31312395,36499791,22713,2019,12
ADELAIDE,GOLD COAST,43831,19708,128,86.3,1607,31670756,36703880,22840,2020,1
ADELAIDE,GOLD COAST,43862,16186,109,83.4,1607,26010902,31191870,19410,2020,2
ADELAIDE,GOLD COAST,43891,11638,91,71.2,1607,18702266,26255166,16338,2020,3
ADELAIDE,GOLD COAST,43922,0,0,0,1607,0,0,0,2020,4
ADELAIDE,GOLD COAST,43952,0,0,0,1607,0,0,0,2020,5
ADELAIDE,GOLD COAST,43983,0,0,0,1607,0,0,0,2020,6
ADELAIDE,GOLD COAST,44013,0,0,0,1607,0,0,0,2020,7
ADELAIDE,GOLD COAST,44044,0,0,0,1607,0,0,0,2020,8
ADELAIDE,GOLD COAST,44075,0,0,0,1607,0,0,0,2020,9
ADELAIDE,GOLD COAST,44105,9744,62,86.6,1607,15658608,18081964,11252,2020,10
ADELAIDE,GOLD COAST,44136,0,0,0,1607,0,0,0,2020,11
ADELAIDE,GOLD COAST,44166,10434,92,63.1,1607,16767438,26579780,16540,2020,12
ADELAIDE,PERTH,43466,53071,453,79,2120,112510520,142391920,67166,2019,1
ADELAIDE,PERTH,43497,47343,423,75.3,2120,100367160,133258960,62858,2019,2
ADELAIDE,PERTH,43525,52995,486,72.6,2120,112349400,154808760,73023,2019,3
ADELAIDE,PERTH,43556,55908,480,77.1,2120,118524960,153767840,72532,2019,4
ADELAIDE,PERTH,43586,54413,492,73.1,2120,115355560,157814920,74441,2019,5
ADELAIDE,PERTH,43617,48750,462,69.8,2120,103350000,148069280,69844,2019,6
ADELAIDE,PERTH,43647,57437,505,74.5,2120,121766440,163536800,77140,2019,7
ADELAIDE,PERTH,43678,55413,484,76,2120,117475560,154647640,72947,2019,8
ADELAIDE,PERTH,43709,53322,455,77.8,2120,113042640,145328120,68551,2019,9
ADELAIDE,PERTH,43739,62148,500,81.4,2120,131753760,161921360,76378,2019,10
ADELAIDE,PERTH,43770,57780,455,81.6,2120,122493600,150098120,70801,2019,11
ADELAIDE,PERTH,43800,58254,452,83.6,2120,123498480,147800040,69717,2019,12
ADELAIDE,PERTH,43831,56502,434,84.7,2120,119784240,141359480,66679,2020,1
ADELAIDE,PERTH,43862,48805,425,75.1,2120,103466600,137755480,64979,2020,2
ADELAIDE,PERTH,43891,35323,380,62.1,2120,74884760,120511400,56845,2020,3
ADELAIDE,PERTH,43922,653,50,20.8,2120,1384360,6639840,3132,2020,4
ADELAIDE,PERTH,43952,0,0,0,2120,0,0,0,2020,5
ADELAIDE,PERTH,43983,0,0,0,2120,0,0,0,2020,6
ADELAIDE,PERTH,44013,0,0,0,2120,0,0,0,2020,7
ADELAIDE,PERTH,44044,0,0,0,2120,0,0,0,2020,8
ADELAIDE,PERTH,44075,0,0,0,2120,0,0,0,2020,9
ADELAIDE,PERTH,44105,0,0,0,2120,0,0,0,2020,10
ADELAIDE,PERTH,44136,0,0,0,2120,0,0,0,2020,11
ADELAIDE,PERTH,44166,8215,155,44.1,2120,17415800,39448960,18608,2020,12
ADELAIDE,PORT LINCOLN,43466,13702,585,59.7,246,3370692,5643978,22943,2019,1
ADELAIDE,PORT LINCOLN,43497,12827,588,56.4,246,3155442,5597238,22753,2019,2
ADELAIDE,PORT LINCOLN,43525,15462,656,61,246,3803652,6237084,25354,2019,3
ADELAIDE,PORT LINCOLN,43556,14525,605,62.2,246,3573150,5745822,23357,2019,4
ADELAIDE,PORT LINCOLN,43586,14032,640,57,246,3451872,6057012,24622,2019,5
ADELAIDE,PORT LINCOLN,43617,12923,602,55.9,246,3179058,5690226,23131,2019,6
ADELAIDE,PORT LINCOLN,43647,12969,639,53.1,246,3190374,6012240,24440,2019,7
ADELAIDE,PORT LINCOLN,43678,13768,642,55.8,246,3386928,6065868,24658,2019,8
ADELAIDE,PORT LINCOLN,43709,14475,620,60.9,246,3560850,5844468,23758,2019,9
ADELAIDE,PORT LINCOLN,43739,15944,635,65.3,246,3922224,6006336,24416,2019,10
ADELAIDE,PORT LINCOLN,43770,16088,616,68,246,3957648,5823066,23671,2019,11
ADELAIDE,PORT LINCOLN,43800,15554,593,67.6,246,3826284,5663904,23024,2019,12
ADELAIDE,PORT LINCOLN,43831,14893,559,67.8,246,3663678,5400438,21953,2020,1
ADELAIDE,PORT LINCOLN,43862,14698,555,68.5,246,3615708,5277930,21455,2020,2
ADELAIDE,PORT LINCOLN,43891,11183,500,58.2,246,2751018,4727136,19216,2020,3
ADELAIDE,PORT LINCOLN,43922,564,52,27.4,246,138744,506760,2060,2020,4
ADELAIDE,PORT LINCOLN,43952,920,38,59,246,226320,383760,1560,2020,5
ADELAIDE,PORT LINCOLN,43983,0,0,0,246,0,0,0,2020,6
ADELAIDE,PORT LINCOLN,44013,0,0,0,246,0,0,0,2020,7
ADELAIDE,PORT LINCOLN,44044,0,0,0,246,0,0,0,2020,8
ADELAIDE,PORT LINCOLN,44075,0,0,0,246,0,0,0,2020,9
ADELAIDE,PORT LINCOLN,44105,9137,293,83.1,246,2247702,2704278,10993,2020,10
ADELAIDE,PORT LINCOLN,44136,0,0,0,246,0,0,0,2020,11
ADELAIDE,PORT LINCOLN,44166,9286,346,67.5,246,2284356,3382254,13749,2020,12
ADELAIDE,SYDNEY,43466,158122,1162,80.9,1167,184528374,228072645,195435,2019,1
ADELAIDE,SYDNEY,43497,142286,1057,81,1167,166047762,204918198,175594,2019,2
ADELAIDE,SYDNEY,43525,166592,1192,84.7,1167,194412864,229590912,196736,2019,3
ADELAIDE,SYDNEY,43556,163623,1119,84.8,1167,190948041,225227499,192997,2019,4
ADELAIDE,SYDNEY,43586,146791,1078,80.4,1167,171305097,212964663,182489,2019,5
ADELAIDE,SYDNEY,43617,137571,1027,78.5,1167,160545357,204606609,175327,2019,6
ADELAIDE,SYDNEY,43647,158892,1123,82.8,1167,185426964,223832934,191802,2019,7
ADELAIDE,SYDNEY,43678,149036,1020,86.1,1167,173925012,201894501,173003,2019,8
ADELAIDE,SYDNEY,43709,152863,1063,84.5,1167,178391121,211212996,180988,2019,9
ADELAIDE,SYDNEY,43739,176119,1156,89.4,1167,205530873,229825479,196937,2019,10
ADELAIDE,SYDNEY,43770,165849,1105,87.7,1167,193545783,220720545,189135,2019,11
ADELAIDE,SYDNEY,43800,160997,1114,84.6,1167,187883499,222167625,190375,2019,12
ADELAIDE,SYDNEY,43831,151785,1096,81.4,1167,177133095,217535802,186406,2020,1
ADELAIDE,SYDNEY,43862,138027,1022,79.5,1167,161077509,202651884,173652,2020,2
ADELAIDE,SYDNEY,43891,99202,902,65.3,1167,115768734,177327984,151952,2020,3
ADELAIDE,SYDNEY,43922,2687,116,20.8,1167,3135729,15047298,12894,2020,4
ADELAIDE,SYDNEY,43952,0,0,0,1167,0,0,0,2020,5
ADELAIDE,SYDNEY,43983,0,0,0,1167,0,0,0,2020,6
ADELAIDE,SYDNEY,44013,9282,134,62.9,1167,10832094,17229588,14764,2020,7
ADELAIDE,SYDNEY,44044,5082,130,37.8,1167,5930694,15703152,13456,2020,8
ADELAIDE,SYDNEY,44075,10315,150,59.1,1167,12037605,20376987,17461,2020,9
ADELAIDE,SYDNEY,44105,56685,414,83.9,1167,66151395,78812178,67534,2020,10
ADELAIDE,SYDNEY,44136,54523,517,66.4,1167,63628341,95893557,82171,2020,11
ADELAIDE,SYDNEY,44166,49294,538,59.9,1167,57526098,95990418,82254,2020,12
ARMIDALE,SYDNEY,43466,8330,295,64.7,382,3182060,4917868,12874,2019,1
ARMIDALE,SYDNEY,43497,9318,340,65.4,382,3559476,5440444,14242,2019,2
ARMIDALE,SYDNEY,43525,10609,373,69.6,382,4052638,5822826,15243,2019,3
ARMIDALE,SYDNEY,43556,10739,358,70.8,382,4102298,5793412,15166,2019,4
ARMIDALE,SYDNEY,43586,11168,387,69.9,382,4266176,6106652,15986,2019,5
ARMIDALE,SYDNEY,43617,9716,359,64.1,382,3711512,5787300,15150,2019,6
ARMIDALE,SYDNEY,43647,10219,380,63.2,382,3903658,6181524,16182,2019,7
ARMIDALE,SYDNEY,43678,10350,371,65.3,382,3953700,6050880,15840,2019,8
ARMIDALE,SYDNEY,43709,11104,376,70.4,382,4241728,6027196,15778,2019,9
ARMIDALE,SYDNEY,43739,11908,392,71.7,382,4548856,6345402,16611,2019,10
ARMIDALE,SYDNEY,43770,11745,369,76.3,382,4486590,5882800,15400,2019,11
ARMIDALE,SYDNEY,43800,9760,325,69.6,382,3728320,5357932,14026,2019,12
ARMIDALE,SYDNEY,43831,8069,285,65.6,382,3082358,4695544,12292,2020,1
ARMIDALE,SYDNEY,43862,8830,335,63.4,382,3373060,5323552,13936,2020,2
ARMIDALE,SYDNEY,43891,5573,296,45.3,382,2128886,4702420,12310,2020,3
ARMIDALE,SYDNEY,43922,0,0,0,382,0,0,0,2020,4
ARMIDALE,SYDNEY,43952,0,0,0,382,0,0,0,2020,5
ARMIDALE,SYDNEY,43983,0,0,0,382,0,0,0,2020,6
ARMIDALE,SYDNEY,44013,0,0,0,382,0,0,0,2020,7
ARMIDALE,SYDNEY,44044,0,0,0,382,0,0,0,2020,8
ARMIDALE,SYDNEY,44075,0,0,0,382,0,0,0,2020,9
ARMIDALE,SYDNEY,44105,0,0,0,382,0,0,0,2020,10
ARMIDALE,SYDNEY,44136,0,0,0,382,0,0,0,2020,11
ARMIDALE,SYDNEY,44166,0,0,0,382,0,0,0,2020,12
ALICE SPRINGS,DARWIN,43466,5091,99,44.5,1305,6643755,14933115,11443,2019,1
ALICE SPRINGS,DARWIN,43497,7075,116,50.3,1305,9232875,18362655,14071,2019,2
ALICE SPRINGS,DARWIN,43525,8561,137,48.2,1305,11172105,23189850,17770,2019,3
ALICE SPRINGS,DARWIN,43556,8502,152,32.9,1305,11095110,33702930,25826,2019,4
ALICE SPRINGS,DARWIN,43586,9515,163,35.1,1305,12417075,35370720,27104,2019,5
ALICE SPRINGS,DARWIN,43617,10256,156,39.6,1305,13384080,33796890,25898,2019,6
ALICE SPRINGS,DARWIN,43647,13110,164,47.9,1305,17108550,35695665,27353,2019,7
ALICE SPRINGS,DARWIN,43678,12610,161,47.6,1305,16456050,34595550,26510,2019,8
ALICE SPRINGS,DARWIN,43709,9906,162,37.1,1305,12927330,34848720,26704,2019,9
ALICE SPRINGS,DARWIN,43739,10706,168,41,1305,13971330,34116615,26143,2019,10
ALICE SPRINGS,DARWIN,43770,8494,137,62.7,1305,11084670,17672310,13542,2019,11
ALICE SPRINGS,DARWIN,43800,5874,103,59.6,1305,7665570,12864690,9858,2019,12
ALICE SPRINGS,DARWIN,43831,4726,88,55.5,1305,6167430,11121210,8522,2020,1
ALICE SPRINGS,DARWIN,43862,0,0,0,1305,0,0,0,2020,2
ALICE SPRINGS,DARWIN,43891,0,0,0,1305,0,0,0,2020,3
ALICE SPRINGS,DARWIN,43922,0,0,0,1305,0,0,0,2020,4
ALICE SPRINGS,DARWIN,43952,0,0,0,1305,0,0,0,2020,5
ALICE SPRINGS,DARWIN,43983,0,0,0,1305,0,0,0,2020,6
ALICE SPRINGS,DARWIN,44013,0,0,0,1305,0,0,0,2020,7
ALICE SPRINGS,DARWIN,44044,0,0,0,1305,0,0,0,2020,8
ALICE SPRINGS,DARWIN,44075,0,0,0,1305,0,0,0,2020,9
ALICE SPRINGS,DARWIN,44105,0,0,0,1305,0,0,0,2020,10
ALICE SPRINGS,DARWIN,44136,0,0,0,1305,0,0,0,2020,11
ALICE SPRINGS,DARWIN,44166,0,0,0,1305,0,0,0,2020,12
ALICE SPRINGS,MELBOURNE,43466,0,0,0,1860,0,0,0,2019,1
ALICE SPRINGS,MELBOURNE,43497,0,0,0,1860,0,0,0,2019,2
ALICE SPRINGS,MELBOURNE,43525,0,0,0,1860,0,0,0,2019,3
ALICE SPRINGS,MELBOURNE,43556,0,0,0,1860,0,0,0,2019,4
ALICE SPRINGS,MELBOURNE,43586,0,0,0,1860,0,0,0,2019,5
ALICE SPRINGS,MELBOURNE,43617,0,0,0,1860,0,0,0,2019,6
ALICE SPRINGS,MELBOURNE,43647,0,0,0,1860,0,0,0,2019,7
ALICE SPRINGS,MELBOURNE,43678,0,0,0,1860,0,0,0,2019,8
ALICE SPRINGS,MELBOURNE,43709,0,0,0,1860,0,0,0,2019,9
ALICE SPRINGS,MELBOURNE,43739,0,0,0,1860,0,0,0,2019,10
ALICE SPRINGS,MELBOURNE,43770,0,0,0,1860,0,0,0,2019,11
ALICE SPRINGS,MELBOURNE,43800,0,0,0,1860,0,0,0,2019,12
ALICE SPRINGS,MELBOURNE,43831,0,0,0,1860,0,0,0,2020,1
ALICE SPRINGS,MELBOURNE,43862,0,0,0,1860,0,0,0,2020,2
ALICE SPRINGS,MELBOURNE,43891,0,0,0,1860,0,0,0,2020,3
ALICE SPRINGS,MELBOURNE,43922,0,0,0,1860,0,0,0,2020,4
ALICE SPRINGS,MELBOURNE,43952,0,0,0,1860,0,0,0,2020,5
ALICE SPRINGS,MELBOURNE,43983,0,0,0,1860,0,0,0,2020,6
ALICE SPRINGS,MELBOURNE,44013,0,0,0,1860,0,0,0,2020,7
ALICE SPRINGS,MELBOURNE,44044,0,0,0,1860,0,0,0,2020,8
ALICE SPRINGS,MELBOURNE,44075,0,0,0,1860,0,0,0,2020,9
ALICE SPRINGS,MELBOURNE,44105,0,0,0,1860,0,0,0,2020,10
ALICE SPRINGS,MELBOURNE,44136,0,0,0,1860,0,0,0,2020,11
ALICE SPRINGS,MELBOURNE,44166,0,0,0,1860,0,0,0,2020,12
ALICE SPRINGS,SYDNEY,43466,0,0,0,2022,0,0,0,2019,1
ALICE SPRINGS,SYDNEY,43497,0,0,0,2022,0,0,0,2019,2
ALICE SPRINGS,SYDNEY,43525,0,0,0,2022,0,0,0,2019,3
ALICE SPRINGS,SYDNEY,43556,0,0,0,2022,0,0,0,2019,4
ALICE SPRINGS,SYDNEY,43586,0,0,0,2022,0,0,0,2019,5
ALICE SPRINGS,SYDNEY,43617,0,0,0,2022,0,0,0,2019,6
ALICE SPRINGS,SYDNEY,43647,0,0,0,2022,0,0,0,2019,7
ALICE SPRINGS,SYDNEY,43678,0,0,0,2022,0,0,0,2019,8
ALICE SPRINGS,SYDNEY,43709,0,0,0,2022,0,0,0,2019,9
ALICE SPRINGS,SYDNEY,43739,0,0,0,2022,0,0,0,2019,10
ALICE SPRINGS,SYDNEY,43770,0,0,0,2022,0,0,0,2019,11
ALICE SPRINGS,SYDNEY,43800,0,0,0,2022,0,0,0,2019,12
ALICE SPRINGS,SYDNEY,43831,0,0,0,2022,0,0,0,2020,1
ALICE SPRINGS,SYDNEY,43862,0,0,0,2022,0,0,0,2020,2
ALICE SPRINGS,SYDNEY,43891,0,0,0,2022,0,0,0,2020,3
ALICE SPRINGS,SYDNEY,43922,0,0,0,2022,0,0,0,2020,4
ALICE SPRINGS,SYDNEY,43952,0,0,0,2022,0,0,0,2020,5
ALICE SPRINGS,SYDNEY,43983,0,0,0,2022,0,0,0,2020,6
ALICE SPRINGS,SYDNEY,44013,0,0,0,2022,0,0,0,2020,7
ALICE SPRINGS,SYDNEY,44044,0,0,0,2022,0,0,0,2020,8
ALICE SPRINGS,SYDNEY,44075,0,0,0,2022,0,0,0,2020,9
ALICE SPRINGS,SYDNEY,44105,0,0,0,2022,0,0,0,2020,10
ALICE SPRINGS,SYDNEY,44136,0,0,0,2022,0,0,0,2020,11
ALICE SPRINGS,SYDNEY,44166,0,0,0,2022,0,0,0,2020,12
AYERS ROCK,SYDNEY,43466,13211,116,64.1,2181,28813191,44946048,20608,2019,1
AYERS ROCK,SYDNEY,43497,12502,104,69.4,2181,27266862,39310344,18024,2019,2
AYERS ROCK,SYDNEY,43525,16481,114,82,2181,35945061,43811928,20088,2019,3
AYERS ROCK,SYDNEY,43556,17085,120,79.7,2181,37262385,46773726,21446,2019,4
AYERS ROCK,SYDNEY,43586,18161,124,81.8,2181,39609141,48418200,22200,2019,5
AYERS ROCK,SYDNEY,43617,17749,120,83.1,2181,38710569,46559988,21348,2019,6
